id;nazov;kategoria;verdikt;dovod;navrh_nahrady
majkine-tvarohove-buchty;Majkine tvarohové buchty;Snack;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 571 znakov";
majonezovy-a-cibulovy-salat;Majonézový a cibuľový  šalát;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 1504 znakov, 20 % ingrediencií bez množstva);
majonezovy-salat-slonie-zradlo;Majonézový šalát slonie žrádlo;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Mäkká saláma', 'Zavárané uhorky';
makove-buchty;Makové buchty;Raňajky;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 7 krokov / 1246 znakov";
makove-zemiakovo-pohankove-sulance;Makové zemiakovo-pohánkové šúľance;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Práškový bezlepkový cukor', 'Ovocie čerstvé (lesná zmes';
makovo-cokoladova-torta-s-cucoriedkami;Makovo-čokoládová torta s čučoriedkami;Dezert;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Celý mak', 'Jahodový lekvár', 'Čerstvé čučorieky';
makovo-malinove-muffiny;Makovo-malinové muffiny;Snack;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Makovo-malinové muffiny"" + slabý postup (3 krokov, 279 znakov; medián DB je 689)";Muffins (BBC Good Food)
makovo-tarohovy-kolac-so-slivkami;Makovo-tarohový koláč so slivkami;Snack;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Krupica cukor', 'Vaječný žĺtok', 'Mäkký tvaroh';
makovy-kolac;Makový koláč;Dezert;VYHODIT;"Slabý postup (3 krokov, 228 znakov; medián DB je 689)";
makovy-zavin;Makový závin;Dezert;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 5 krokov / 646 znakov";
malinove-muffiny;Malinové muffiny;Dezert;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Malinové muffiny""";Muffins (BBC Good Food)
malinove-smoothie;Malinové smoothie;Nápoj;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Malinové smoothie"" + slabý postup (1 krokov, 207 znakov; medián DB je 689)";Fruit Smoothie (BBC Good Food)
mandlove-kari-s-baby-kukurickami;Mandľové karí s baby kukuričkami;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Mandľové karí s baby kukuričkami"" + 38 % ingrediencií (6/16) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Paprička čili zelená', 'Ghee - prepustené maslo'";Chicken Curry (BBC Good Food)
mandlovo-cucoriedkove-smoothie;Mandľovo-čučoriedkové smoothie;Nápoj;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Mandľovo-čučoriedkové smoothie"" + slabý postup (2 krokov, 238 znakov; medián DB je 689)";Fruit Smoothie (BBC Good Food)
mangoldova-omeleta;Mangoldová omeleta;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Mangoldová omeleta""";Omelette (BBC Good Food)
manspasta;Manspasta;Hlavné jedlo;VYHODIT;"35 % ingrediencií (6/17) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Domáce fetuccine', 'Bešamel'";
mant-yemegi-mant-jemeji;Mantı yemeği / Mantı jeméji;Polievka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Kumin', 'Salça', 'Biber salça';
marhulove-smoothie;Marhuľové smoothie;Nápoj;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Kávové smoothie s banánom"" (id=kavove-smoothie-s-bananom), ktorý zostáva (dlhší postup / úplnejšie dáta)";
marinovana-cervena-kapusta-k-pecenemu-masu;Marinovaná červená kapusta k pečenému mäsu;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 947 znakov, 13 % ingrediencií bez množstva);
marinovane-kuracie-nugetky-v-zemiakovom-cesticku;Marinované kuracie nugetky v zemiakovom cestíčku;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 630 znakov, 17 % ingrediencií bez množstva);
marinovane-kuracie-rezniky;Marinované kuracie rezníky;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Zemiakový jemný škrob', 'Sojová sladká omáčka', 'Korenie 4 druhy zomlieť';
marocke-kuracie-s-kuskusom;Marocké kuracie s kuskusom a sušeným ovocím;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Marocké kuracie s kuskusom a sušeným ovocím"" + 4 surovín s výskytom najviac 2× v celej DB: 'Pasta harisa', 'Šťava z citróna aj kôra', 'Šťava z pomaranča aj kôra'";Couscous Salad (BBC Good Food)
mashi-plnena-kapusta-trocha-inac;Mashi - plnená kapusta trocha ináč;Príloha;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Kapusta biela hlávková', 'Peper';
maslove-slimaky;Maslové slimáky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (11 krokov / 843 znakov, 20 % ingrediencií bez množstva);
maslove-venceky;Maslové venčeky;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1871 znakov, 18 % ingrediencií bez množstva);
maso-na-horcicovej-omacke-so-sampinonmi;Mäso na horčicovej omáčke so šampiňónmi;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (8 krokov / 1910 znakov, 24 % ingrediencií bez množstva);
maso-v-kavovej-marinade-na-svieckovu;Mäso v kávovej marináde na sviečkovú;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Nescafé káva', 'Hrubšia cverna';
masova-polievka-s-hubami;Mäsová polievka s hubami;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 402 znakov, 18 % ingrediencií bez množstva);
masova-zmes-na-hrianky;Mäsová zmes na hrianky;Nátierka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Bravčový bôčik prerastený', 'Nakladač deko';
masove-gulky-s-omackou;Mäsové guľky s omáčkou;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 809 znakov, 20 % ingrediencií bez množstva);
masove-gulky-v-zemiakovom-nakype;Mäsove guľky v zemiakovom nákype;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (12 krokov / 1081 znakov, 14 % ingrediencií bez množstva);
masove-tycinky;Mäsové tyčinky;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Korenie brusketa', 'Červená mletá paprika údená';
masovy-paj-meat-pie;Mäsový páj - Meat pie;Hlavné jedlo;VYHODIT;35 % ingrediencií (7/20) bez množstva – plánovač neurčí výživu ani nákup;
masovy-zavin;Mäsový závin;Raňajky;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
matcha-latte;Matcha latte;Nápoj;VYHODIT;"Nepoužiteľný postup (1 krokov, 36 znakov); 2 surovín s výskytom najviac 2× v celej DB: 'Čaj matcha', 'Škorica bio'";
mazanec-z-pekarnicky-s-celozrnnou-mukou;Mazanec z pekárničky s celozrnnou múkou;Raňajky;VYHODIT;"Slabý postup (3 krokov, 231 znakov; medián DB je 689); 4 surovín s výskytom najviac 2× v celej DB: 'Kôra z 1 citróna', 'Kandizované ovocie', 'Vlašské orechy sekané'";
medailoniky-z-bravcovej-panenky-s-parmezanom;Medailóniky z bravčovej panenky s parmezánom;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Jablkovo-citrónový kompót', 'Drobné baby paradajky', 'Na bo';
medovnicky;Medovníčky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 528 znakov, 0 % ingrediencií bez množstva);
medovo-orechova-natierka;Medovo-orechová nátierka;Nátierka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Lahôdkové droždie', 'Rastlinný tuk', 'Vlašské pomleté orechy';
medvedie-morcacie-prsia-ako-cina;Medvedie morčacie prsia ako čína;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 697 znakov, 7 % ingrediencií bez množstva);
medvedie-pesto;Medvedie pesto;Nátierka;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Medvedie pesto""";Pesto alla Genovese (BBC Good Food)
mekke-praclikyy;Mäkké praclíky;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 440 znakov, 11 % ingrediencií bez množstva);
melonove-smoothie;Melónové smoothie;Nápoj;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Melónové smoothie"" + slabý postup (1 krokov, 257 znakov; medián DB je 689)";Fruit Smoothie (BBC Good Food)
melonovy-salat-s-fetou-a-matou;Melónový šalát s fetou a mätou;Šalát;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 590 znakov, 0 % ingrediencií bez množstva);
menemenovy-sendvic;Menemenový sendvič;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bryndzový sendvič so slaninkou"" (id=brynzovy-sendvic-slaninka), ktorý zostáva (dlhší postup / úplnejšie dáta)";
mexicky-gulas-ako-varim-ja;Mexický guláš ako varím ja;Hlavné jedlo;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 636 znakov";
mexicky-gulas;Mexický guláš;Hlavné jedlo;VYHODIT;38 % ingrediencií (3/8) bez množstva – plánovač neurčí výživu ani nákup;
michane-vajicka-so-slaninou;Miešané vajíčka so slaninou;Raňajky;VYHODIT;"38 % ingrediencií (5/13) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Minibaklažány', 'Fazuľa biela sterilizovaná'";
minestrone;Minestrone;Polievka;VYHODIT;40 % ingrediencií (6/15) bez množstva – plánovač neurčí výživu ani nákup;
mini-pochutka-z-rohlikov-aj-pre-zaciatocnikov;Mini pochúťka z rohlíkov aj pre začiatočníkov;Hlavné jedlo;VYHODIT;"Názov nie je jedlo (marketingové slovo namiesto jedla): ""Mini pochúťka z rohlíkov aj pre začiatočníkov""";
mix-salat-s-vajickami-na-tvrdo;Mix šalát s vajíčkami na tvrdo;Šalát;VYHODIT;12 surovín s výskytom najviac 2× v celej DB: 'Šalát Romain čerstvý menší', 'Zelená cibuľka', 'Reďkovky červené stredne veľké';
mixovany-cicer-s-rimskou-rascou;Mixovaný cícer s rímskou rascou;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 376 znakov, 33 % ingrediencií bez množstva);
mliecna-ryza-s-ceresnami;Mliečna ryža s čerešňami;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Cukor muscovado', 'Šťava z čerešní', 'Celý klinček';
mliecne-masko;Mliečne mäsko;Príloha;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Paštrnák', 'Bucatini';
moj-jablkovy-kolac;Môj jablkový koláč;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Repný cukor', 'Puding pravá vanilka dr. Oetker', 'Smotanový tvaroh';
moj-pravoslavny-velkonocny-kolac;Môj pravoslávny veľkonočný koláč - Козунак;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1652 znakov, 11 % ingrediencií bez množstva);
moj-prvy-domaci-celozrnny-chlebik;Môj prvý domáci celozrnný chlebík;Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 1674 znakov, 10 % ingrediencií bez množstva);
moja-letna-vecera;Moja letná večera;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 365 znakov, 0 % ingrediencií bez množstva);
moja-ryza-tiez-rychlovka;Moja ryža - tiež rýchlovka;Príloha;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 451 znakov, 0 % ingrediencií bez množstva);
moja-vianocna-kapustnica;Moja vianočná kapustnica;Polievka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Údené koleno', 'Pikantná klobása', 'Nepikantná klobása';
moje-nadychane-knedle;Moje nadýchané knedle;Príloha;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 844 znakov";
moravske-kolace;Moravské koláče;Dezert;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 605 znakov, 25 % ingrediencií bez množstva);
moravsky-vrabec;Moravský vrabec;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 1022 znakov, 28 % ingrediencií bez množstva);
morcaci-hamburger;Morčací hamburger;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Morčací hamburger""";Classic Beef Burger (BBC Good Food)
morcacia-pecen-na-jablkach;Morčacia pečeň na jablkách;Hlavné jedlo;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Pečeň morčacia', 'Jablká zelené', 'Jablká červené';
morcacia-rolada-s-fazulou;Morčacia roláda s fazuľou;Hlavné jedlo;VYHODIT;"Slabý postup (5 krokov, 289 znakov; medián DB je 689); 4 surovín s výskytom najviac 2× v celej DB: 'Stehná morčacie mleté', 'Mrazená zelenina', 'Paprika chilli mletá'";
morcacie-kari;Morčacie kari;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Morčacie kari"" + 40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Stehná dolné morčacie', 'Korenie kari'";Chicken Curry (BBC Good Food)
morcacie-kuracie-spizy-trocha-inak;Morčacie (kuracie) špízy trocha inak;Hlavné jedlo;VYHODIT;"Názov nie je jedlo (marketingové slovo namiesto jedla): ""Morčacie (kuracie) špízy trocha inak""";
morcacie-na-hriboch;Morčacie na hríboch;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (5 krokov / 1311 znakov, 18 % ingrediencií bez množstva);
morcacie-prsia-na-pikantnom-baklazane;Morčacie prsia na pikantnom baklažáne;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 570 znakov, 31 % ingrediencií bez množstva);
morcacie-prsia-na-sposob-asconese;Morčacie prsia na spôsob Asconese;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Morčacie prsia na spôsob Asconese"" + 2 surovín s výskytom najviac 2× v celej DB: 'Sterilizované paradajky', 'Cestoviny tagliatelle'";Scones (BBC Good Food)
morcacie-prsia-piatich-voni;Morčacie prsia piatich vôní;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Korenie piatich vôní', 'Pekinská kapusta';
morcacie-prsia-plnene-fetou-a-spenatom;Morčacie prsia plnené fetou a špenátom;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (13 krokov / 1152 znakov, 22 % ingrediencií bez množstva);
morcacie-prsia-plnene-udenou-sunkou;Morčacie prsia plnené údenou šunkou;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Domáce prošuto', 'Nátierka papriková domáca';
morcacie-prsia-podla-duranda;Morčacie prsia podľa Duranda;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 939 znakov, 20 % ingrediencií bez množstva);
morcacie-prsia-s-ajvarom;Morčacie prsia s ajvarom;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 772 znakov, 33 % ingrediencií bez množstva);
morcacie-prsia-s-hlivou-paradajkou-a-syrom;Morčacie prsia s hlivou, paradajkou a syrom;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (10 krokov / 876 znakov, 30 % ingrediencií bez množstva);
morcacie-prsia-so-susenymi-paradajkami;Morčacie prsia so sušenými paradajkami;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 437 znakov, 27 % ingrediencií bez množstva);
morcacie-prsia-so-zeleninou;Morčacie prsia so zeleninou;Hlavné jedlo;VYHODIT;"Slabý postup (3 krokov, 274 znakov; medián DB je 689)";
morcacie-prsia-v-masle-vykupane;Morčacie prsia v masle vykúpané;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 615 znakov, 12 % ingrediencií bez množstva);
morcacie-prsia-v-syrovej-omacke;Morčacie prsia v syrovej omáčke;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 744 znakov, 29 % ingrediencií bez množstva);
morcacie-prsia-v-syrovo-cesnakovom-cesticku;Morčacie prsia v syrovo-cesnakovom cestíčku;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (9 krokov / 1011 znakov, 27 % ingrediencií bez množstva);
morcacie-ragu;Morčacie ragú;Hlavné jedlo;VYHODIT;"Slabý postup (3 krokov, 272 znakov; medián DB je 689); 40 % ingrediencií (4/10) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Stehno morčacie', 'Fazuľkové zelené struky'";
morcacie-stehno-na-vine;Morčacie stehno na víne;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Stehno morčacie', 'Červené suché víno';
morciacie-fasirky-v-kari-omacke;Morčacie fašírky v kari omáčke;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Morčacie fašírky v kari omáčke"" + 36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup";Chicken Curry (BBC Good Food)
morciacie-fasirky-v-paradajkovej-omacke;Morčacie fašírky v paradajkovej omáčke;Hlavné jedlo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Morčacie fašírky v kari omáčke"" (id=morciacie-fasirky-v-kari-omacke), ktorý zostáva (dlhší postup / úplnejšie dáta)";
morciacie-fasirky-v-tekvicovej-omacke;Morčacie fašírky v tekvicovej omáčke;Hlavné jedlo;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Morčacie fašírky v kari omáčke"" (id=morciacie-fasirky-v-kari-omacke), ktorý zostáva (dlhší postup / úplnejšie dáta)";
morciacie-prsia-s-brusnicovou-plnkou;Morčacie prsia s brusnicovou plnkou;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 520 znakov, 10 % ingrediencií bez množstva);
morciacie-rezne-s-brusnicovou-omackou;Morčacie rezne s brusnicovou omáčkou;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Rezne morčacie', 'Cesnak pokrájaný na plátky';
morusovo-citronovy-dzem;Morušovo-citrónový džem;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (6 krokov / 2121 znakov, 0 % ingrediencií bez množstva);
mramorove-vajicka;Mramorové vajíčka;Raňajky;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Surové vajce', 'Malé rajčiny';
mrkvova-natierka;Mrkvová nátierka;Nátierka;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Pasta tahini', 'Lahôdkové droždie', 'Feferónová pasta';
mrkvove-tycinky-s-jogurtovym-dipom;Mrkvové tyčinky s jogurtovým dipom;Snack;VYHODIT;36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup;
mrkvovo-jablkovy-salat;Mrkvovo-jablkový šalát;Šalát;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Zelené jablko', 'Paprička jalopeño';
msemen-vajcovy-wrap;Marocký wrap s vajcom (msemen štýl);Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 426 znakov, 29 % ingrediencií bez množstva);
musaka-na-moj-sposob-fotorecept;Musaka na môj spôsob /fotorecept/;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Musaka na môj spôsob /fotorecept/""";Moussaka (BBC Good Food)
mushroom-risotto;Mushroom Risotto;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Mushroom Risotto"" + 36 % ingrediencií (5/14) bez množstva – plánovač neurčí výživu ani nákup; 2 surovín s výskytom najviac 2× v celej DB: 'Hlivy', 'Olej olivovy'";Risotto alla Milanese (BBC Good Food)
musli-tycinky-dobra-nalada;Müsli tyčinky - Dobrá nálada;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Ľanová semienka', 'Kokosové fliačky', 'Mlieko mandľove';
musubi-sunka-vajce-havajsky;Musubi sendvič so šunkou a vajcom;Raňajky;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Bryndzový sendvič so slaninkou"" (id=brynzovy-sendvic-slaninka), ktorý zostáva (dlhší postup / úplnejšie dáta)";
nafukanci;Nafúkanci;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (14 krokov / 1069 znakov, 7 % ingrediencií bez množstva);
nakladany-hermelin-na-kyslo;Nakladaný Hermelín na kyslo;Snack;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Heremelín', 'Pikant Fix Dr.Oetker', 'Ocot biely';
natierka-salat;Nátierka - šalát;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 355 znakov, 25 % ingrediencií bez množstva);
natierka-z-fazule-a-cesnaku;Nátierka z bielej fazule a cesnaku;Nátierka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Sezamová pasta', 'Olej zo sušených paradajok';
natierka-z-peceneho-cesnaku-a-fazule;Nátierka z pečeného cesnaku a fazule;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 362 znakov, 29 % ingrediencií bez množstva);
natierka-z-peceneho-cesnaku;Nátierka z pečeného cesnaku;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Nátierka z pečeného cesnaku a fazule"" (id=natierka-z-peceneho-cesnaku-a-fazule), ktorý zostáva (dlhší postup / úplnejšie dáta)";
natierka-z-pecenej-cvikly-a-orechov;Nátierka z pečenej cvikly a orechov;Nátierka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 365 znakov, 25 % ingrediencií bez množstva);
natierka-z-pecenej-cvikly-s-fetou;Nátierka z pečenej cvikly s fetou;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Pečená karfiolová nátierka"" (id=karfiolova-natierka-pecena), ktorý zostáva (dlhší postup / úplnejšie dáta)";
natierka-z-pecenej-papriky-s-cesnakom;Nátierka z pečenej papriky s cesnakom;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Nátierka z pečeného cesnaku a fazule"" (id=natierka-z-peceneho-cesnaku-a-fazule), ktorý zostáva (dlhší postup / úplnejšie dáta)";
natierka-z-redkovky-a-listov;Nátierka z reďkovky a listov;Nátierka;VYHODIT;"Slabý postup (5 krokov, 265 znakov; medián DB je 689); 2 surovín s výskytom najviac 2× v celej DB: 'Červená reďkovka', 'Reďkovkové listy'";
natierka-z-tuniaka-a-kukurice;Nátierka z tuniaka a kukurice;Nátierka;VYHODIT;"Slabý postup (3 krokov, 229 znakov; medián DB je 689)";
natierka-z-tuniaka-s-kaparmi;Nátierka z tuniaka s kaparmi;Nátierka;VYHODIT;"Duplicita: identický postup aj sada ingrediencií ako ""Nátierka z tuniaka a kukurice"" (id=natierka-z-tuniaka-a-kukurice), ktorý zostáva (dlhší postup / úplnejšie dáta)";
natierka-zo-susenych-paradajok;Nátierka zo sušených paradajok;Nátierka;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Paradajka cherry', 'Extrakt z droždia';
nektarinkovy-kolacik;Nektarinkový koláčik;Snack;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (15 krokov / 692 znakov, 0 % ingrediencií bez množstva);
nemecka-polievka;Nemecká polievka;Polievka;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 383 znakov, 20 % ingrediencií bez množstva);
nemecky-zemiakovy-salat;Nemecký zemiakový šalát (teplý);Šalát;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 9 krokov / 1472 znakov";
neprava-husacia-pecen;Nepravá husacia pečeň;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 344 znakov, 33 % ingrediencií bez množstva);
obalovany-morsky-cert-s-cestovinou-fregola;Obaľovaný morský čert s cestovinou fregola;Hlavné jedlo;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Morský čert', 'Šunka prosciutto', 'Cestoviny fregola';
oblozene-rozky-sunka-syr;Obložené rožky so šunkou a syrom;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (3 krokov / 582 znakov, 0 % ingrediencií bez množstva);
oblubena-polievka-kralovnej-alzbety-ii;Obľúbená polievka kráľovnej Alžbety II;Hlavné jedlo;VYHODIT;9 surovín s výskytom najviac 2× v celej DB: 'Pečienky kuracie', 'Žalúdky kuracie', 'Malý zeler';
obratene-bravcove-rezne;Obrátené bravčové rezne;Hlavné jedlo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (11 krokov / 1721 znakov, 27 % ingrediencií bez množstva);
obratene-hovadzie-rezne;Obrátené hovädzie rezne;Hlavné jedlo;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Roštenka hovadzia', 'Bravčový vývar';
olivova-natierka-tapenade;Olivová nátierka (tapenade);Nátierka;VYHODIT;"Slabý postup (3 krokov, 186 znakov; medián DB je 689)";
omeleta-s-dzemom;Omeleta s džemom;Hlavné jedlo;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Omeleta s džemom""";Omelette (BBC Good Food)
omeleta-so-syrom-a-sunkou;Omeleta so syrom a šunkou;Raňajky;NAHRADIT;"Rozmarný variant medzinárodného jedla: ""Omeleta so syrom a šunkou"" + 36 % ingrediencií (4/11) bez množstva – plánovač neurčí výživu ani nákup";Omelette (BBC Good Food)
opite-ovocie;Opité ovocie;Nápoj;VYHODIT;2 surovín s výskytom najviac 2× v celej DB: 'Bazový sirup', 'Jablčný suchý cider';
orechove-rozky-viano;Orechové rožky (vianočné);Pečivo;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (7 krokov / 776 znakov, 0 % ingrediencií bez množstva);
orechovica;Orechovica;Nápoj;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Zelené orechy', 'Zrná kávové celé', 'Vínovica';
orechovo-kokosova-granola-s-brusnicami;Orechovo-kokosová granola s brusnicami;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 609 znakov, 0 % ingrediencií bez množstva);
orechovo-vanilkovy-veniec;Orechovo-vanilkový veniec;Raňajky;VYHODIT;3 surovín s výskytom najviac 2× v celej DB: 'Múka hladká extra špeciál', 'Cukor škoricový', 'Karamelový cukor';
orechovy-kolac;Orechový koláč;Dezert;VYHODIT;4 surovín s výskytom najviac 2× v celej DB: 'Kakao holandského typu', 'Instantná káva', 'RIAVA orech';
orieskovo-hrozienkova-resanka;Orieškovo-hrozienková resanka;Raňajky;PONECHAT;Bez medzinárodnej predlohy, použiteľný postup (4 krokov / 1147 znakov, 13 % ingrediencií bez množstva);
original-zidovske-macesove-knedlicky-do-polievky;Originál židovské macesové knedličky do polievky;Príloha;PONECHAT;"Slovenské/domáce jedlo bez medzinárodnej predlohy; postup 3 krokov / 1023 znakov";
